Date,ID,Title,Artist,ISRC,Comments,,
28/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,9052,,
28/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,1746,,
28/07/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
28/07/2021,1075291135,Cabo,BANKROL HAYDEN,,1175,,
28/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,41394,,
28/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,5098,,
28/07/2021,1060725346,Lil Baby, Lil Durk,,1810,,
28/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,634,,
28/07/2021,1013619421,Tombstone,Rod Wave,,11413,,
28/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,16675,,
28/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1265,,
28/07/2021,1060725400,Lil Baby, Lil Durk,,2036,,
28/07/2021,1064620738,Polo G - Toxic,POLO G,,1542,,
28/07/2021,816595933,Polo G - Martin & Gina,POLO G,,34598,,
28/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,4290,,
28/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2262,,
28/07/2021,729604123,,LUCKY3RD,,2766,,
28/07/2021,937006552,Lil Baby - On Me,Lil Baby,,17526,,
28/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,1044,,
28/07/2021,1056040759,ft OGbobbybillions ,blueface,,2299,,
28/07/2021,1035859378,Final Warning,NLE Choppa,,4947,,
28/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,2590,,
28/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,596,,
28/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,10960,,
28/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,5478,,
28/07/2021,975542488,Pain,pinkpantheress,,3555,,
28/07/2021,373180994,All Girls Are The Same,Juice WRLD,,85756,,
28/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,294,,
28/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,5030,,
28/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,8920,,
28/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,557,,
28/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,533,,
28/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,5005,,
28/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,18876,,
28/07/2021,1064620216,Polo G - Black Hearted,POLO G,,1573,,
28/07/2021,855569809,HIM.,Jaywall,,2975,,
28/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,271,,
28/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,2199,,
28/07/2021,1055542654,T-wayne - Player,T-wayne,,662,,
28/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,932,,
28/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,5336,,
28/07/2021,763890439,Took Her To The O,King Von,,39023,,
28/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,5219,,
28/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,734,,
28/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,3447,,
28/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,11154,,
28/07/2021,984680650,No Hoodie,Curly J,,966,,
28/07/2021,1003330801,Street Runner,Rod Wave,,7521,,
28/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,1308,,
28/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,1167,,
28/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,751,,
28/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,687,,
28/07/2021,1048163956,good 4 u,Olivia Rodrigo,,7710,,
28/07/2021,1009475770,Headshot,Lil Tjay,,7904,,
28/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,103679,,
28/07/2021,1084381669,Motley Crew,Post Malone,,742,,
28/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,1575,,
28/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,31499,,
28/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,455,,
28/07/2021,783914911,Rvssian, Lil Mosey,,8137,,
28/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,56083,,
28/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,107611,,
28/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,1300,,
28/07/2021,1077630940,Cry No More,G Herbo,,625,,
28/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,9661,,
28/07/2021,229787464,Gassed Up,Nebu Kiniza,,21767,,
28/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,491,,
28/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,3086,,
28/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,15036,,
28/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,14443,,
28/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,113,,
28/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,2266,,
28/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
28/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,1305,,
28/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,47367,,
28/07/2021,1066292437,Feelin' Peachy,Kodak Black,,393,,
28/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,470,,
28/07/2021,574858791,Robbery,Juice WRLD,,106092,,
28/07/2021,973586695,Time Today,MoneyBagg Yo,,2637,,
28/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,430,,
28/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,388,,
28/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,484,,
28/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,1717,,
28/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,755,,
28/07/2021,1090451293,Kodak Black - Senseless,rapcomeup,,559,,
28/07/2021,1086195169,MIA,ssgkobe,,740,,
28/07/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,350,,
28/07/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,282,,
28/07/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,575,,
28/07/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,605,,
28/07/2021,1079066473,How,JayPareil,,367,,
28/07/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,361,,
28/07/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,577,,
28/07/2021,1088712469,Pop Smoke, Lil Tjay,,320,,
28/07/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,297,,
28/07/2021,1089099313,Teen Bean,Ken Carson,,1133,,
28/07/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,1491,,
28/07/2021,1092488809,Lil Xxel, Tyga,, Coi Leray - What U Want,Lil XXEL,1075
28/07/2021,741122344,Heart Gone,3xBravo,,3138,,
28/07/2021,1084280971,Run Run,Shenseea,,397,,
28/07/2021,1091068756,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,1522,,
28/07/2021,1091006467,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI.,,469,,
28/07/2021,1043425303,HomeGirl (Werk) (feat. Renni Rucci) (Remix),D Gulley,,251,,
28/07/2021,585341778,YG Rob x 7FN - Way Up,Yg Rob,,4911,,
28/07/2021,424809426,YNW MELLY - VIRTUAL (BLUE BALENCIAGAS),YNW Melly,,21945,,
29/07/2021,1056306229,Touchable,Remble,,3919,,
29/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,2908,,
29/07/2021,1026185437,2055,Sleepy Hallow,,3852,,
29/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,27054,,
29/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,4193,,
29/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,5773,,
29/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,3065,,
29/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1073,,
29/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,10391,,
29/07/2021,1056690214,Tell Em,cochise,,8343,,
29/07/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,3123,,
29/07/2021,1034990764,Wockesha,MoneyBagg Yo,,3993,,
29/07/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,21902,,
29/07/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,22107,,
29/07/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,8023,,
29/07/2021,1061728813,Late At Night,Roddy Ricch,,1935,,
29/07/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,4045,,
29/07/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,1448,,
29/07/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,29217,,
29/07/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,2948,,
29/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,9062,,
29/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,1753,,
29/07/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
29/07/2021,1075291135,Cabo,BANKROL HAYDEN,,1214,,
29/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,41418,,
29/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,5161,,
29/07/2021,1060725346,Lil Baby, Lil Durk,,1830,,
29/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,638,,
29/07/2021,1013619421,Tombstone,Rod Wave,,11431,,
29/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,16731,,
29/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1268,,
29/07/2021,1060725400,Lil Baby, Lil Durk,,2063,,
29/07/2021,1064620738,Polo G - Toxic,POLO G,,1555,,
29/07/2021,816595933,Polo G - Martin & Gina,POLO G,,34623,,
29/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,4296,,
29/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2272,,
29/07/2021,729604123,,LUCKY3RD,,2777,,
29/07/2021,937006552,Lil Baby - On Me,Lil Baby,,17543,,
29/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,1054,,
29/07/2021,1056040759,ft OGbobbybillions ,blueface,,2325,,
29/07/2021,1035859378,Final Warning,NLE Choppa,,4961,,
29/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,2598,,
29/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,608,,
29/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,10971,,
29/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,5495,,
29/07/2021,975542488,Pain,pinkpantheress,,3608,,
29/07/2021,373180994,All Girls Are The Same,Juice WRLD,,85794,,
29/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,304,,
29/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,5044,,
29/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,8931,,
29/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,576,,
29/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,552,,
29/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,5014,,
29/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,18887,,
29/07/2021,1064620216,Polo G - Black Hearted,POLO G,,1577,,
29/07/2021,855569809,HIM.,Jaywall,,2984,,
29/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,275,,
29/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,2202,,
29/07/2021,1055542654,T-wayne - Player,T-wayne,,663,,
29/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,934,,
29/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,5341,,
29/07/2021,763890439,Took Her To The O,King Von,,39031,,
29/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,5230,,
29/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,739,,
29/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,3454,,
29/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,11157,,
29/07/2021,984680650,No Hoodie,Curly J,,971,,
29/07/2021,1003330801,Street Runner,Rod Wave,,7525,,
29/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,1317,,
29/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,1173,,
29/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,779,,
29/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,708,,
29/07/2021,1048163956,good 4 u,Olivia Rodrigo,,7739,,
29/07/2021,1009475770,Headshot,Lil Tjay,,7915,,
29/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,103706,,
29/07/2021,1084381669,Motley Crew,Post Malone,,760,,
29/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,1581,,
29/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,31512,,
29/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,460,,
29/07/2021,783914911,Rvssian, Lil Mosey,,8140,,
29/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,56098,,
29/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,107632,,
29/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,1318,,
29/07/2021,1077630940,Cry No More,G Herbo,,636,,
29/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,9669,,
29/07/2021,229787464,Gassed Up,Nebu Kiniza,,21774,,
29/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,491,,
29/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,3089,,
29/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,15041,,
29/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,14450,,
29/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,114,,
29/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,2266,,
29/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
29/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,1316,,
29/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,47393,,
29/07/2021,1066292437,Feelin' Peachy,Kodak Black,,401,,
29/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,470,,
29/07/2021,574858791,Robbery,Juice WRLD,,106111,,
29/07/2021,973586695,Time Today,MoneyBagg Yo,,2639,,
29/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,438,,
29/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,400,,
29/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,492,,
29/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,1732,,
29/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,758,,
29/07/2021,1090451293,Kodak Black - Senseless,rapcomeup,,635,,
29/07/2021,1086195169,MIA,ssgkobe,,762,,
29/07/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,356,,
29/07/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,286,,
29/07/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,583,,
29/07/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,619,,
29/07/2021,1079066473,How,JayPareil,,400,,
29/07/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,369,,
29/07/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,595,,
29/07/2021,1088712469,Pop Smoke, Lil Tjay,,330,,
29/07/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,297,,
29/07/2021,1089099313,Teen Bean,Ken Carson,,1139,,
29/07/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,1499,,
29/07/2021,1092488809,Lil Xxel, Tyga,,1149,,
29/07/2021,741122344,Heart Gone,3xBravo,,3139,,
29/07/2021,1084280971,Run Run,Shenseea,,399,,
29/07/2021,1091068756,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,1765,,
29/07/2021,1091006467,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI.,,501,,
29/07/2021,1043425303,HomeGirl (Werk) (feat. Renni Rucci) (Remix),D Gulley,,277,,
29/07/2021,585341778,YG Rob x 7FN - Way Up,Yg Rob,,4915,,
29/07/2021,424809426,YNW MELLY - VIRTUAL (BLUE BALENCIAGAS),YNW Melly,,21955,,
29/07/2021,1087503007,"5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez)",EST Gee,,163,,
29/07/2021,658842353,Crash Flow (Aint Trippin) [feat. Taeman],Rae Rae,,3363,,
30/07/2021,1056306229,Touchable,Remble,,4000,,
30/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,2977,,
30/07/2021,1026185437,2055,Sleepy Hallow,,3924,,
30/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,27117,,
30/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,4370,,
30/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,5825,,
30/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,3078,,
30/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1123,,
30/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,10432,,
30/07/2021,1056690214,Tell Em,cochise,,8383,,
30/07/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,3158,,
30/07/2021,1034990764,Wockesha,MoneyBagg Yo,,4015,,
30/07/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,21947,,
30/07/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,22136,,
30/07/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,8048,,
30/07/2021,1061728813,Late At Night,Roddy Ricch,,1955,,
30/07/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,4035,,
30/07/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,1475,,
30/07/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,29262,,
30/07/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,2958,,
30/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,9069,,
30/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,1761,,
30/07/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
30/07/2021,1075291135,Cabo,BANKROL HAYDEN,,1244,,
30/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,41436,,
30/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,5199,,
30/07/2021,1060725346,Lil Baby, Lil Durk,,1846,,
30/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,639,,
30/07/2021,1013619421,Tombstone,Rod Wave,,11450,,
30/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,16794,,
30/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1268,,
30/07/2021,1060725400,Lil Baby, Lil Durk,,2087,,
30/07/2021,1064620738,Polo G - Toxic,POLO G,,1584,,
30/07/2021,816595933,Polo G - Martin & Gina,POLO G,,34640,,
30/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,4303,,
30/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2283,,
30/07/2021,729604123,,LUCKY3RD,,2783,,
30/07/2021,937006552,Lil Baby - On Me,Lil Baby,,17565,,
30/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,1067,,
30/07/2021,1056040759,ft OGbobbybillions ,blueface,,2344,,
30/07/2021,1035859378,Final Warning,NLE Choppa,,4971,,
30/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,2630,,
30/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,629,,
30/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,10980,,
30/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,5509,,
30/07/2021,975542488,Pain,pinkpantheress,,3660,,
30/07/2021,373180994,All Girls Are The Same,Juice WRLD,,85828,,
30/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,320,,
30/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,5059,,
30/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,8969,,
30/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,592,,
30/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,569,,
30/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,5022,,
30/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,18904,,
30/07/2021,1064620216,Polo G - Black Hearted,POLO G,,1583,,
30/07/2021,855569809,HIM.,Jaywall,,2996,,
30/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,280,,
30/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,2209,,
30/07/2021,1055542654,T-wayne - Player,T-wayne,,671,,
30/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,939,,
30/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,5349,,
30/07/2021,763890439,Took Her To The O,King Von,,39044,,
30/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,5242,,
30/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,747,,
30/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,3460,,
30/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,11166,,
30/07/2021,984680650,No Hoodie,Curly J,,977,,
30/07/2021,1003330801,Street Runner,Rod Wave,,7527,,
30/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,1321,,
30/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,1179,,
30/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,801,,
30/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,730,,
30/07/2021,1048163956,good 4 u,Olivia Rodrigo,,7787,,
30/07/2021,1009475770,Headshot,Lil Tjay,,7920,,
30/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,103720,,
30/07/2021,1084381669,Motley Crew,Post Malone,,769,,
30/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,1589,,
30/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,31517,,
30/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,462,,
30/07/2021,783914911,Rvssian, Lil Mosey,,8143,,
30/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,56110,,
30/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,107664,,
30/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,1330,,
30/07/2021,1077630940,Cry No More,G Herbo,,639,,
30/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,9675,,
30/07/2021,229787464,Gassed Up,Nebu Kiniza,,21786,,
30/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,496,,
30/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,3095,,
30/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,15048,,
30/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,14460,,
30/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,117,,
30/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,2267,,
30/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
30/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,1323,,
30/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,47402,,
30/07/2021,1066292437,Feelin' Peachy,Kodak Black,,403,,
30/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,470,,
30/07/2021,574858791,Robbery,Juice WRLD,,106128,,
