Date,ID,Title,Artist,Playback Count
19/08/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1656389
19/08/2021,128925066,Can't Sleep,K.Flay,367698
19/08/2021,581252838,Essence,Wizkid Feat. Justin Bieber & Tems,58460
19/08/2021,579745872,Volví,Aventura & Bad Bunny,188079
19/08/2021,570569787,Maybach,42 Dugg Feat. Future,212864
19/08/2021,521080740,My Boy,Elvie Shane,437013
19/08/2021,579813774,Ptpom (Remix),MoheadMike Feat. Big Boogie & Duke Deuce,45888
19/08/2021,561448390,Tombstone,Rod Wave,379145
19/08/2021,45559651,Falling In Love At A Coffee Shop,Landon Pigg,315191
19/08/2021,44832246,Welcome Home,Radical Face,2927767
19/08/2021,570413102,m y . l i f e,"J. Cole, 21 Savage & Morray",518535
19/08/2021,491675299,Things A Man Oughta Know,Lainey Wilson,355567
19/08/2021,555285022,Time Today,Moneybagg Yo,738528
19/08/2021,577590984,5500 Degrees,"EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez",54228
19/08/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,145571
19/08/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1434336
19/08/2021,427195130,Cognac Queen,Megan Thee Stallion,306427
19/08/2021,575231739,WUSYANAME [Mixed],"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign",157152
19/08/2021,535548665,Be Alright,"Evan Craft, Danny Gokey & Redimi2",212808
19/08/2021,503576063,Blinding Lights,The Weeknd,22319408
19/08/2021,555775434,Calling My Phone,Lil Tjay & 6LACK,2611360
19/08/2021,567890019,Lost,Maroon 5,387450
19/08/2021,560285844,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,2398159
19/08/2021,555418199,Complicated,Leela James,177415
19/08/2021,572583713,Yonaguni,Bad Bunny,781294
19/08/2021,580215604,Ya Supérame (En Vivo),Grupo Firme,65137
19/08/2021,567407114,Touch Down 2 Cause Hell,Hd4president,737034
19/08/2021,342158320,Dark Red,Steve Lacy,528155
19/08/2021,570834839,Butter,BTS,2651855
19/08/2021,542792334,DÁKITI,Bad Bunny & Jhay Cortez,3678196
19/08/2021,538802718,We Didn't Have Much,Justin Moore,278104
19/08/2021,490704796,Oh No!!!,grandson,195913
19/08/2021,564660626,2055,Sleepy Hallow,195780
19/08/2021,560746534,Wants and Needs,Drake Feat. Lil Baby,1026563
19/08/2021,577458322,Demeanor,Pop Smoke Feat. Dua Lipa,154792
19/08/2021,2883672,Hey,Pixies,657147
19/08/2021,539105437,You're Mines Still,Yung Bleu Feat. Drake,1952209
19/08/2021,570156203,Straightenin,Migos,451108
19/08/2021,549952578,drivers license,Olivia Rodrigo,7270750
19/08/2021,554795006,Who Want Smoke?,Nardo Wick,261247
19/08/2021,540951142,Damage,H.E.R.,1094748
19/08/2021,517715261,Go Crazy,Chris Brown & Young Thug,4139243
19/08/2021,570401689,I Was On a Boat That Day,Old Dominion,174299
19/08/2021,579875979,SUVs (Black on Black),Jack Harlow & Pooh Shiesty,39439
19/08/2021,560227366,I WANNA BE YOUR SLAVE,Måneskin,2528206
19/08/2021,417323019,Fell In Luv,Playboi Carti Feat. Bryson Tiller,186378
19/08/2021,563610551,La Mamá de la Mamá,"El Alfa, CJ & Chael Produciendo Feat. El Cherry Scom",779581
19/08/2021,535306088,Memory I Don't Mess With,Lee Brice,223330
19/08/2021,10530810,Smells Like Teen Spirit,Nirvana,7723401
19/08/2021,564125521,4 Da Gang (Mixed),42 Dugg & Roddy Ricch,463023
19/08/2021,581023010,Paralyzed,Sueco,19560
19/08/2021,567048553,Botella Tras Botella,Gera MX & Christian Nodal,1002233
19/08/2021,512721848,Cold Beer Calling My Name,Jameson Rodgers & Luke Combs,191847
19/08/2021,541709647,Quicksand,Morray,1048985
19/08/2021,563439380,Twerkulator,City Girls,341839
19/08/2021,561571511,Outside (Better Days),MO3 & OG Bobby Billions,278586
19/08/2021,550784332,Nevada,YoungBoy Never Broke Again,303373
19/08/2021,553778502,Glad You Exist (Acoustic),Dan + Shay,321550
19/08/2021,535825899,Forever After All,Luke Combs,595760
19/08/2021,575373962,Wrecked,Imagine Dragons,482077
19/08/2021,577590009,Better Believe,"Belly, The Weeknd & Young Thug",102292
19/08/2021,555375589,Waves,Luke Bryan,178062
19/08/2021,229102495,Meet Me In The Woods,Lord Huron,148660
19/08/2021,566885142,Buy Dirt,Jordan Davis Feat. Luke Bryan,73484
19/08/2021,547867863,Best Friend,Saweetie Feat. Doja Cat,1839792
19/08/2021,577091460,I Like That,Bazzi,42890
19/08/2021,463104430,Fire For You,Cannons,1499847
19/08/2021,572896529,Forever Tippin,"Yung Pooda, DJ Chose & Dre",38911
19/08/2021,20144841,Dreams,Fleetwood Mac,6262346
19/08/2021,511524106,Knowing You,Kenny Chesney,168294
19/08/2021,46741798,People Who Died,The Jim Carroll Band,256918
19/08/2021,327904,Days Like This,Van Morrison,833186
19/08/2021,490675972,Circles,Post Malone,10551050
19/08/2021,567381435,NDA,Billie Eilish,270646
19/08/2021,385133121,Love Tonight,Shouse,3735075
19/08/2021,40602165,Luxurious,Gwen Stefani,364969
19/08/2021,44513685,Whistle For The Choir,The Fratellis,342151
19/08/2021,573012458,FWMGAB,French Montana,179939
19/08/2021,63231693,Time After Time,Cyndi Lauper,4511427
19/08/2021,40299890,Tom's Diner,DNA Feat. Suzanne Vega,2636135
19/08/2021,564535130,My Jesus,Anne Wilson,99840
19/08/2021,456773549,I Hope,Gabby Barrett,3183918
19/08/2021,536859303,Whiskey And Rain,Michael Ray,158852
19/08/2021,578657121,Don't Be Shy,Tiësto & KAROL G,74888
19/08/2021,534468438,You Should Probably Leave,Chris Stapleton,153575
19/08/2021,580729132,Vaccine,NoCap,16805
19/08/2021,268807,Fantasy,Mariah Carey,1483947
19/08/2021,574903508,Shordy,MoneyyMitcch,17466
19/08/2021,528456148,What You Know Bout Love,Pop Smoke,2762868
19/08/2021,342514741,Perfect,Ed Sheeran,23976649
19/08/2021,575964485,Sobrio,Maluma,325043
19/08/2021,136812777,Shut Up And Dance,Walk The Moon,8956736
19/08/2021,579829855,Just for me,PinkPantheress,86508
19/08/2021,552472763,Look Easy,Robin Thicke,127399
19/08/2021,573239716,Woman,Doja Cat,474719
19/08/2021,501834427,Before You Go,Lewis Capaldi,9290530
19/08/2021,546930430,On Me,Lil Baby,926953
19/08/2021,55638435,Somebody That I Used To Know,Gotye Feat. Kimbra,25874292
19/08/2021,445889608,Someone You Loved,Lewis Capaldi,23175720
19/08/2021,566379768,t r a n s p a r e n t s o u l,WILLOW Feat. Travis Barker,366378
19/08/2021,558778653,Can't Let It Show,Tank,377088
19/08/2021,360976407,So Busted,Culture Abuse,68726
19/08/2021,504687476,Roses (Imanbek Remix),SAINt JHN,24879066
19/08/2021,543765429,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Feat. Florida Georgia Line,216815
19/08/2021,573603428,Renegade,Big Red Machine Feat. Taylor Swift,85361
19/08/2021,506351540,Bang!,AJR,2507693
19/08/2021,533930348,Cold As You,Luke Combs,70634
19/08/2021,559787093,Country Again,Thomas Rhett,189129
19/08/2021,466040067,Dance Monkey,Tones And I,39522384
19/08/2021,545712060,Pick Up Your Feelings,Jazmine Sullivan,565893
19/08/2021,509527615,Kings & Queens,Ava Max,5719135
19/08/2021,542630012,pov,Ariana Grande,763090
19/08/2021,556310953,Offended,Juice Armani,36198
19/08/2021,480497780,Tequila Little Time,Jon Pardi,157896
19/08/2021,529722332,Mood,24kGoldn Feat. iann dior,7138270
19/08/2021,49967701,Intro,The XX,6534631
19/08/2021,574592292,Poblado [Remix],"J Balvin, KAROL G & Nicky Jam Feat. Crissin, Totoy El Frio & Natan & Shander",309059
19/08/2021,518008253,Single Saturday Night,Cole Swindell,356277
19/08/2021,40087819,Careless Whisper,George Michael,9876800
19/08/2021,571127457,Scars in Heaven,Casting Crowns,56552
19/08/2021,263097,It's My House,Diana Ross,185969
19/08/2021,504177021,Everywhereigo,Babyxsosa,247718
19/08/2021,55512362,Don't Stop Believin',Journey,8719387
19/08/2021,555481913,Fiel,"Los Legendarios, Wisin & Jhay Cortez",1410791
19/08/2021,578173392,Born to Be,Devonte Hynes,30493
19/08/2021,248456076,Tennessee Whiskey,Chris Stapleton,3260773
19/08/2021,119138723,Like I Can,Sam Smith,2177710
19/08/2021,499788776,Setting Sail,Gary Clark & John Carney,238122
19/08/2021,579019082,My Own Drum (Remix) [with Missy Elliott],Ynairaly Simo,69321
19/08/2021,550051475,Way Less Sad,AJR,552775
19/08/2021,572278137,LOST YOU,Snoh Aalegra,62349
19/08/2021,460406296,Almeda,Solange,226026
19/08/2021,572617676,Love Tonight (David Guetta Remix),Shouse,718421
19/08/2021,578444173,No Child Left Behind,Kanye West,241231
19/08/2021,559530353,Thinking 'Bout You,Dustin Lynch Feat. MacKenzie Porter,81357
20/08/2021,552221348,STAY,The Kid LAROI & Justin Bieber,2839914
20/08/2021,537255883,Essence,Wizkid Feat. Tems,1303062
20/08/2021,573386652,Bad Habits,Ed Sheeran,5092043
20/08/2021,575061784,Pepas,Farruko,1458972
20/08/2021,578340247,INDUSTRY BABY,Lil Nas X & Jack Harlow,1244578
20/08/2021,385334817,Beggin,Måneskin,5271315
20/08/2021,573239715,You Right,Doja Cat & The Weeknd,745441
20/08/2021,565106878,Kiss Me More,Doja Cat Feat. SZA,5142812
20/08/2021,571007966,Leave Before You Love Me,Marshmello & Jonas Brothers,2027870
20/08/2021,508501557,HEARTBREAK ANNIVERSARY,GIV?ON,3924043
20/08/2021,552136231,GYALIS,Capella Grey,435552
20/08/2021,564095960,good 4 u,Olivia Rodrigo,3150048
20/08/2021,572701645,Late At Night,Roddy Ricch,725407
20/08/2021,577722304,Wild Side,Normani Feat. Cardi B,268387
20/08/2021,573286436,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",336073
20/08/2021,568200861,EVERY CHANCE I GET [Mixed],DJ Khaled Feat. Lil Baby & Lil Durk,854596
20/08/2021,563288858,You,"Regard, Troye Sivan & Tate McRae",1290764
20/08/2021,579903331,Take My Breath,The Weeknd,418563
20/08/2021,579394748,Skate,"Bruno Mars, Anderson .Paak & Silk Sonic",308820
20/08/2021,564094803,deja vu,Olivia Rodrigo,1653064
20/08/2021,580915207,Rumors,Lizzo Feat. Cardi B,92743
20/08/2021,460791620,Arcade,Duncan Laurence,6339111
20/08/2021,511164515,Love Again,Dua Lipa,2014372
20/08/2021,568180108,Fancy Like,Walker Hayes,322046
20/08/2021,569990487,I Like Dat,T-Pain & Kehlani,457250
20/08/2021,546919515,WHOLE LOTTA MONEY,BIA,737997
20/08/2021,565900902,Wockesha,Moneybagg Yo,716405
20/08/2021,470615067,Loverboy,A-Wall,259281
20/08/2021,573239739,Need To Know,Doja Cat,1422239
20/08/2021,570187620,Todo De Ti,Rauw Alejandro,2448144
20/08/2021,577458329,Woo Baby,Pop Smoke Feat. Chris Brown,218157
20/08/2021,573270699,Wasting Time [Mixed],Brent Faiyaz Feat. Drake,175362
20/08/2021,542730886,telepatía,Kali Uchis,3736691
20/08/2021,90319038,Collard Greens,Schoolboy Q Feat. Kendrick Lamar,2185116
20/08/2021,340797987,Believer,Imagine Dragons,16966715
20/08/2021,568076990,A-O-K,Tai Verdes,423558
20/08/2021,578289393,Over The Top,Smiley Feat. Drake,146772
20/08/2021,542990923,Chosen,Blxst & Tyga Feat. Ty Dolla $ign,579529
20/08/2021,566757210,Come Through,H.E.R. Feat. Chris Brown,510524
20/08/2021,469270443,Astronaut In The Ocean,Masked Wolf,10873855
20/08/2021,564095965,traitor,Olivia Rodrigo,650418
20/08/2021,549819945,Jugaste y Sufrí,Eslabon Armado Feat. DannyLux,152684
20/08/2021,575383634,In Da Getto (Mixed),J Balvin & Skrillex,1066869
20/08/2021,560275260,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",6237361
20/08/2021,576945894,Motley Crew,Post Malone,416636
20/08/2021,538322038,Levitating,Dua Lipa Feat. DaBaby,3545562
20/08/2021,577874712,Don't Go Yet,Camila Cabello,474346
20/08/2021,573210085,Thot Shit,Megan Thee Stallion,674739
20/08/2021,577099928,If I Didn't Love You,Jason Aldean & Carrie Underwood,84533
20/08/2021,379611,Let's Groove,"Earth, Wind & Fire",3626453
20/08/2021,493025931,Strange,Celeste,622370
20/08/2021,510700753,Save Your Tears,The Weeknd,7968801
20/08/2021,556102751,MONTERO (Call Me By Your Name),Lil Nas X,6665255
20/08/2021,575816802,Memory,Kane Brown & blackbear,139557
20/08/2021,540976295,Lil Bit,Nelly & Florida Georgia Line,953451
20/08/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,297773
20/08/2021,564361520,RAPSTAR,Polo G,1251460
20/08/2021,514260283,Heat Waves,Glass Animals,2646684
20/08/2021,560348544,Peaches,Justin Bieber Feat. Daniel Caesar & GIV?ON,4967171
20/08/2021,543181432,WITHOUT YOU,The Kid LAROI,4923297
20/08/2021,567381450,Happier Than Ever,Billie Eilish,374779
20/08/2021,572573973,Angles,Wale Feat. Chris Brown,226749
20/08/2021,569364037,Loco,"Justin Quiles, Chimbala & Zion & Lennox",784584
20/08/2021,579595745,Cold Heart (PNAU Remix),Elton John & Dua Lipa,199473
20/08/2021,558189802,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,367140
20/08/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1659574
20/08/2021,581252838,Essence,Wizkid Feat. Justin Bieber & Tems,64581
20/08/2021,579745872,Volví,Aventura & Bad Bunny,196446
20/08/2021,570569787,Maybach,42 Dugg Feat. Future,215386
20/08/2021,521080740,My Boy,Elvie Shane,439535
20/08/2021,128925066,Can't Sleep,K.Flay,371878
20/08/2021,561448390,Tombstone,Rod Wave,381558
20/08/2021,491675299,Things A Man Oughta Know,Lainey Wilson,357899
20/08/2021,579813774,Ptpom (Remix),MoheadMike Feat. Big Boogie & Duke Deuce,47958
20/08/2021,570413102,m y . l i f e,"J. Cole, 21 Savage & Morray",520456
20/08/2021,575231739,WUSYANAME [Mixed],"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign",159379
20/08/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,148094
20/08/2021,577590984,5500 Degrees,"EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez",56353
20/08/2021,535548665,Be Alright,"Evan Craft, Danny Gokey & Redimi2",214915
20/08/2021,503576063,Blinding Lights,The Weeknd,22331473
20/08/2021,555285022,Time Today,Moneybagg Yo,740436
20/08/2021,567890019,Lost,Maroon 5,393308
20/08/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1442549
20/08/2021,560285844,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,2405732
20/08/2021,555775434,Calling My Phone,Lil Tjay & 6LACK,2615191
20/08/2021,572583713,Yonaguni,Bad Bunny,787563
20/08/2021,555418199,Complicated,Leela James,179207
20/08/2021,542792334,DÁKITI,Bad Bunny & Jhay Cortez,3683258
20/08/2021,538802718,We Didn't Have Much,Justin Moore,280254
20/08/2021,342158320,Dark Red,Steve Lacy,540220
20/08/2021,567407114,Touch Down 2 Cause Hell,Hd4president,740227
20/08/2021,427195130,Cognac Queen,Megan Thee Stallion,315999
20/08/2021,570834839,Butter,BTS,2658945
20/08/2021,45559651,Falling In Love At A Coffee Shop,Landon Pigg,317474
20/08/2021,580215604,Ya Supérame (En Vivo),Grupo Firme,68148
20/08/2021,564660626,2055,Sleepy Hallow,199919
20/08/2021,44832246,Welcome Home,Radical Face,2934009
20/08/2021,560746534,Wants and Needs,Drake Feat. Lil Baby,1029396
20/08/2021,554795006,Who Want Smoke?,Nardo Wick,263161
20/08/2021,539105437,You're Mines Still,Yung Bleu Feat. Drake,1954653
20/08/2021,490704796,Oh No!!!,grandson,198906
20/08/2021,517715261,Go Crazy,Chris Brown & Young Thug,4142438
20/08/2021,570401689,I Was On a Boat That Day,Old Dominion,176363
20/08/2021,577458322,Demeanor,Pop Smoke Feat. Dua Lipa,158057
20/08/2021,540951142,Damage,H.E.R.,1096489
20/08/2021,549952578,drivers license,Olivia Rodrigo,7283269
20/08/2021,570156203,Straightenin,Migos,453343
20/08/2021,2883672,Hey,Pixies,659930
20/08/2021,579875979,SUVs (Black on Black),Jack Harlow & Pooh Shiesty,41495
20/08/2021,535306088,Memory I Don't Mess With,Lee Brice,224987
20/08/2021,581023010,Paralyzed,Sueco,22338
20/08/2021,560227366,I WANNA BE YOUR SLAVE,Måneskin,2557172
20/08/2021,10530810,Smells Like Teen Spirit,Nirvana,7731423
20/08/2021,417323019,Fell In Luv,Playboi Carti Feat. Bryson Tiller,191936
20/08/2021,563610551,La Mamá de la Mamá,"El Alfa, CJ & Chael Produciendo Feat. El Cherry Scom",783499
20/08/2021,577590009,Better Believe,"Belly, The Weeknd & Young Thug",104630
20/08/2021,567048553,Botella Tras Botella,Gera MX & Christian Nodal,1005737
20/08/2021,575373962,Wrecked,Imagine Dragons,495727
20/08/2021,550784332,Nevada,YoungBoy Never Broke Again,304860
20/08/2021,512721848,Cold Beer Calling My Name,Jameson Rodgers & Luke Combs,193393
20/08/2021,541709647,Quicksand,Morray,1050688
20/08/2021,514083981,Strange Effect,Unloved Feat. Raven Violet,73859
20/08/2021,563439380,Twerkulator,City Girls,343446
20/08/2021,535825899,Forever After All,Luke Combs,597601
20/08/2021,561571511,Outside (Better Days),MO3 & OG Bobby Billions,279937
20/08/2021,553778502,Glad You Exist (Acoustic),Dan + Shay,323039
20/08/2021,564125521,4 Da Gang (Mixed),42 Dugg & Roddy Ricch,464318
20/08/2021,555375589,Waves,Luke Bryan,179662
20/08/2021,566885142,Buy Dirt,Jordan Davis Feat. Luke Bryan,74895
20/08/2021,547867863,Best Friend,Saweetie Feat. Doja Cat,1843747
20/08/2021,577091460,I Like That,Bazzi,44366
20/08/2021,385133121,Love Tonight,Shouse,3799097
20/08/2021,511524106,Knowing You,Kenny Chesney,169752
20/08/2021,490675972,Circles,Post Malone,10555693
20/08/2021,20144841,Dreams,Fleetwood Mac,6266571
20/08/2021,572896529,Forever Tippin,"Yung Pooda, DJ Chose & Dre",40435
20/08/2021,463104430,Fire For You,Cannons,1504238
20/08/2021,573012458,FWMGAB,French Montana,181627
20/08/2021,536859303,Whiskey And Rain,Michael Ray,160176
20/08/2021,564535130,My Jesus,Anne Wilson,101210
20/08/2021,456773549,I Hope,Gabby Barrett,3185652
20/08/2021,567381435,NDA,Billie Eilish,274793
20/08/2021,40602165,Luxurious,Gwen Stefani,368254
20/08/2021,573239716,Woman,Doja Cat,499161
20/08/2021,575964485,Sobrio,Maluma,333026
20/08/2021,578657121,Don't Be Shy,Tiësto & KAROL G,87037
20/08/2021,574903508,Shordy,MoneyyMitcch,18579
20/08/2021,342514741,Perfect,Ed Sheeran,23983801
20/08/2021,546930430,On Me,Lil Baby,928449
20/08/2021,119138723,Like I Can,Sam Smith,2194123
20/08/2021,534468438,You Should Probably Leave,Chris Stapleton,154871
20/08/2021,528456148,What You Know Bout Love,Pop Smoke,2765413
20/08/2021,577586193,Mind of Melvin,YNW Melly Feat. Lil Uzi Vert,12757
20/08/2021,578173392,Born to Be,Devonte Hynes,33316
20/08/2021,501834427,Before You Go,Lewis Capaldi,9296284
20/08/2021,268807,Fantasy,Mariah Carey,1487487
20/08/2021,445889608,Someone You Loved,Lewis Capaldi,23183171
20/08/2021,46741798,People Who Died,The Jim Carroll Band,258408
20/08/2021,552472763,Look Easy,Robin Thicke,128624
20/08/2021,55638435,Somebody That I Used To Know,Gotye Feat. Kimbra,25884160
20/08/2021,44513685,Whistle For The Choir,The Fratellis,343900
20/08/2021,504687476,Roses (Imanbek Remix),SAINt JHN,24888835
20/08/2021,40299890,Tom's Diner,DNA Feat. Suzanne Vega,2639314
20/08/2021,466040067,Dance Monkey,Tones And I,39530970
20/08/2021,533930348,Cold As You,Luke Combs,72078
20/08/2021,327904,Days Like This,Van Morrison,835834
20/08/2021,566379768,t r a n s p a r e n t s o u l,WILLOW Feat. Travis Barker,368956
20/08/2021,545712060,Pick Up Your Feelings,Jazmine Sullivan,567160
20/08/2021,558778653,Can't Let It Show,Tank,378342
20/08/2021,506351540,Bang!,AJR,2509460
20/08/2021,559787093,Country Again,Thomas Rhett,190483
20/08/2021,573603428,Renegade,Big Red Machine Feat. Taylor Swift,86755
20/08/2021,543765429,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Feat. Florida Georgia Line,218070
20/08/2021,572278137,LOST YOU,Snoh Aalegra,63801
20/08/2021,480497780,Tequila Little Time,Jon Pardi,159293
20/08/2021,574592292,Poblado [Remix],"J Balvin, KAROL G & Nicky Jam Feat. Crissin, Totoy El Frio & Natan & Shander",313600
20/08/2021,509527615,Kings & Queens,Ava Max,5723941
20/08/2021,529722332,Mood,24kGoldn Feat. iann dior,7144288
20/08/2021,579829855,Just for me,PinkPantheress,92224
20/08/2021,542630012,pov,Ariana Grande,764805
20/08/2021,556310953,Offended,Juice Armani,38110
20/08/2021,63231693,Time After Time,Cyndi Lauper,4515986
20/08/2021,571127457,Scars in Heaven,Casting Crowns,57743
20/08/2021,553362820,A La Antigüita (En Vivo),Calibre 50,125995
20/08/2021,555481913,Fiel,"Los Legendarios, Wisin & Jhay Cortez",1414647
20/08/2021,40087819,Careless Whisper,George Michael,9884914
20/08/2021,55512362,Don't Stop Believin',Journey,8723319
20/08/2021,451521710,Loyalty,Gabriels,27857
20/08/2021,559530353,Thinking 'Bout You,Dustin Lynch Feat. MacKenzie Porter,82657
20/08/2021,565079481,Saturday,twenty one pilots,122098
20/08/2021,248456076,Tennessee Whiskey,Chris Stapleton,3262569
20/08/2021,518008253,Single Saturday Night,Cole Swindell,357468
20/08/2021,580729132,Vaccine,NoCap,17103
20/08/2021,528456193,For The Night [Mixed],Pop Smoke Feat. Lil Baby & DaBaby,3165920
20/08/2021,557794450,2/Catorce,Rauw Alejandro & Mr. Naisgai,704190
20/08/2021,573258657,Danny Phantom,Grind2hard Osh’a,18329
20/08/2021,535343355,You Time,Scotty McCreery,141147
20/08/2021,49967701,Intro,The XX,6538931
20/08/2021,360976407,So Busted,Culture Abuse,69901
20/08/2021,460406296,Almeda,Solange,227164
21/08/2021,552221348,STAY,The Kid LAROI & Justin Bieber,2960828
21/08/2021,537255883,Essence,Wizkid Feat. Tems,1326508
21/08/2021,573386652,Bad Habits,Ed Sheeran,5179484
21/08/2021,575061784,Pepas,Farruko,1510542
21/08/2021,578340247,INDUSTRY BABY,Lil Nas X & Jack Harlow,1299689
21/08/2021,385334817,Beggin,Måneskin,5332235
21/08/2021,573239715,You Right,Doja Cat & The Weeknd,758853
21/08/2021,571007966,Leave Before You Love Me,Marshmello & Jonas Brothers,2057369
21/08/2021,565106878,Kiss Me More,Doja Cat Feat. SZA,5170927
21/08/2021,508501557,HEARTBREAK ANNIVERSARY,GIV?ON,3935240
21/08/2021,552136231,GYALIS,Capella Grey,445030
21/08/2021,564095960,good 4 u,Olivia Rodrigo,3176495
21/08/2021,577722304,Wild Side,Normani Feat. Cardi B,277779
21/08/2021,572701645,Late At Night,Roddy Ricch,732321
21/08/2021,573286436,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",342926
21/08/2021,579903331,Take My Breath,The Weeknd,448961
21/08/2021,579394748,Skate,"Bruno Mars, Anderson .Paak & Silk Sonic",323726
21/08/2021,568200861,EVERY CHANCE I GET [Mixed],DJ Khaled Feat. Lil Baby & Lil Durk,860955
21/08/2021,511164515,Love Again,Dua Lipa,2038775
21/08/2021,564094803,deja vu,Olivia Rodrigo,1661586
21/08/2021,460791620,Arcade,Duncan Laurence,6358815
21/08/2021,563288858,You,"Regard, Troye Sivan & Tate McRae",1299628
21/08/2021,568180108,Fancy Like,Walker Hayes,329950
21/08/2021,569990487,I Like Dat,T-Pain & Kehlani,463179
21/08/2021,580915207,Rumors,Lizzo Feat. Cardi B,102218
21/08/2021,546919515,WHOLE LOTTA MONEY,BIA,743899
21/08/2021,340797987,Believer,Imagine Dragons,16987701
21/08/2021,573239739,Need To Know,Doja Cat,1457171
21/08/2021,565900902,Wockesha,Moneybagg Yo,721905
21/08/2021,570187620,Todo De Ti,Rauw Alejandro,2471612
21/08/2021,577458329,Woo Baby,Pop Smoke Feat. Chris Brown,224716
21/08/2021,573270699,Wasting Time [Mixed],Brent Faiyaz Feat. Drake,180249
21/08/2021,90319038,Collard Greens,Schoolboy Q Feat. Kendrick Lamar,2198476
21/08/2021,568076990,A-O-K,Tai Verdes,431102
21/08/2021,549819945,Jugaste y Sufrí,Eslabon Armado Feat. DannyLux,163282
21/08/2021,542730886,telepatía,Kali Uchis,3744443
21/08/2021,470615067,Loverboy,A-Wall,270813
21/08/2021,578289393,Over The Top,Smiley Feat. Drake,153166
21/08/2021,566757210,Come Through,H.E.R. Feat. Chris Brown,515298
21/08/2021,542990923,Chosen,Blxst & Tyga Feat. Ty Dolla $ign,594418
21/08/2021,469270443,Astronaut In The Ocean,Masked Wolf,10894486
21/08/2021,575383634,In Da Getto (Mixed),J Balvin & Skrillex,1098563
21/08/2021,564095965,traitor,Olivia Rodrigo,658561
21/08/2021,560275260,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",6252793
21/08/2021,577874712,Don't Go Yet,Camila Cabello,495270
21/08/2021,538322038,Levitating,Dua Lipa Feat. DaBaby,3559312
21/08/2021,573210085,Thot Shit,Megan Thee Stallion,683043
21/08/2021,576945894,Motley Crew,Post Malone,424004
21/08/2021,379611,Let's Groove,"Earth, Wind & Fire",3647362
21/08/2021,577099928,If I Didn't Love You,Jason Aldean & Carrie Underwood,87784
21/08/2021,510700753,Save Your Tears,The Weeknd,7986809
21/08/2021,556102751,MONTERO (Call Me By Your Name),Lil Nas X,6687351
21/08/2021,575816802,Memory,Kane Brown & blackbear,143751
21/08/2021,564361520,RAPSTAR,Polo G,1257793
21/08/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,300767
21/08/2021,493025931,Strange,Celeste,628266
21/08/2021,567381450,Happier Than Ever,Billie Eilish,390564
21/08/2021,569364037,Loco,"Justin Quiles, Chimbala & Zion & Lennox",797875
21/08/2021,543181432,WITHOUT YOU,The Kid LAROI,4933784
21/08/2021,560348544,Peaches,Justin Bieber Feat. Daniel Caesar & GIV?ON,4982414
21/08/2021,514260283,Heat Waves,Glass Animals,2656148
21/08/2021,572573973,Angles,Wale Feat. Chris Brown,230513
21/08/2021,540976295,Lil Bit,Nelly & Florida Georgia Line,957394
21/08/2021,579595745,Cold Heart (PNAU Remix),Elton John & Dua Lipa,233786
21/08/2021,558189802,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,370633
21/08/2021,570569787,Maybach,42 Dugg Feat. Future,219406
21/08/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1662839
21/08/2021,579745872,Volví,Aventura & Bad Bunny,206887
21/08/2021,581252838,Essence,Wizkid Feat. Justin Bieber & Tems,70112
21/08/2021,521080740,My Boy,Elvie Shane,442184
21/08/2021,491675299,Things A Man Oughta Know,Lainey Wilson,360311
21/08/2021,561448390,Tombstone,Rod Wave,384030
21/08/2021,535548665,Be Alright,"Evan Craft, Danny Gokey & Redimi2",216799
21/08/2021,575231739,WUSYANAME [Mixed],"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign",161869
21/08/2021,503576063,Blinding Lights,The Weeknd,22344579
21/08/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,150932
21/08/2021,128925066,Can't Sleep,K.Flay,377156
