Date,ID,Title,Artist,ISRC,Rank,,
30/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,51,,
30/07/2021,975542488,Pain,pinkpantheress,,27,,
30/07/2021,373180994,All Girls Are The Same,Juice WRLD,,46,,
30/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,43,,
30/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,44,,
30/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,39,,
30/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,52,,
30/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,76,,
30/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,78,,
30/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,42,,
30/07/2021,1064620216,Polo G - Black Hearted,POLO G,,77,,
30/07/2021,855569809,HIM.,Jaywall,,40,,
30/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,64,,
30/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,54,,
30/07/2021,1055542654,T-wayne - Player,T-wayne,,81,,
30/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,88,,
30/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,57,,
30/07/2021,763890439,Took Her To The O,King Von,,60,,
30/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,72,,
30/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,,,
30/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,92,,
30/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,66,,
30/07/2021,984680650,No Hoodie,Curly J,,,,
30/07/2021,1003330801,Street Runner,Rod Wave,,80,,
30/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,61,,
30/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,74,,
30/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,53,,
30/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,55,,
30/07/2021,1048163956,good 4 u,Olivia Rodrigo,,95,,
30/07/2021,1009475770,Headshot,Lil Tjay,,73,,
30/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,79,,
30/07/2021,1084381669,Motley Crew,Post Malone,,,,
30/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,,,
30/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,82,,
30/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,85,,
30/07/2021,783914911,Rvssian, Lil Mosey,,65,,
30/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,87,,
30/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,90,,
30/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,50,,
30/07/2021,1077630940,Cry No More,G Herbo,,,,
30/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,97,,
30/07/2021,229787464,Gassed Up,Nebu Kiniza,,,,
30/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,,,
30/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,,,
30/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,56,,
30/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,86,,
30/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,83,,
30/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,75,,
30/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
30/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,,,
30/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,96,,
30/07/2021,1066292437,Feelin' Peachy,Kodak Black,,,,
30/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,,,
30/07/2021,574858791,Robbery,Juice WRLD,,,,
30/07/2021,973586695,Time Today,MoneyBagg Yo,,,,
30/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,,,
30/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,93,,
30/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,,,
30/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,71,,
30/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,,,
30/07/2021,1090451293,Kodak Black - Senseless,rapcomeup,,4,,
30/07/2021,1086195169,MIA,ssgkobe,,,,
30/07/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,,,
30/07/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,,,
30/07/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,,,
30/07/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,,,
30/07/2021,1079066473,How,JayPareil,,38,,
30/07/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,,,
30/07/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,58,,
30/07/2021,1088712469,Pop Smoke, Lil Tjay,,,,
30/07/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,,,
30/07/2021,1089099313,Teen Bean,Ken Carson,,,,
30/07/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,67,,
30/07/2021,1092488809,Lil Xxel, Tyga,,5,,
30/07/2021,741122344,Heart Gone,3xBravo,,70,,
30/07/2021,1084280971,Run Run,Shenseea,,23,,
30/07/2021,1091068756,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,13,,
30/07/2021,1091006467,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI.,,26,,
30/07/2021,1043425303,HomeGirl (Werk) (feat. Renni Rucci) (Remix),D Gulley,,84,,
30/07/2021,585341778,YG Rob x 7FN - Way Up,Yg Rob,,89,,
30/07/2021,424809426,YNW MELLY - VIRTUAL (BLUE BALENCIAGAS),YNW Melly,,99,,
30/07/2021,1087503007,5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez),,EST Gee,47,
30/07/2021,658842353,Crash Flow (Aint Trippin) [feat. Taeman],Rae Rae,,94,,
30/07/2021,1090690882,Over The Top (feat. Drake),Smiley,,2,,
30/07/2021,1091007133,STILL CHOSE YOU (feat. Mustard),The Kid LAROI.,,6,,
30/07/2021,953350048,santana & ka$hdami - 14 (video in desc),BabySantana,,3,,
31/07/2021,1056306229,Touchable,Remble,,2,,
31/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,6,,
31/07/2021,1026185437,2055,Sleepy Hallow,,3,,
31/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,7,,
31/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,1,,
31/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,9,,
31/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,,,
31/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,8,,
31/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,13,,
31/07/2021,1056690214,Tell Em,cochise,,11,,
31/07/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,12,,
31/07/2021,1034990764,Wockesha,MoneyBagg Yo,,15,,
31/07/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,16,,
31/07/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,18,,
31/07/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,14,,
31/07/2021,1061728813,Late At Night,Roddy Ricch,,20,,
31/07/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,22,,
31/07/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,26,,
31/07/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,21,,
31/07/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,55,,
31/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,43,,
31/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,86,,
31/07/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
31/07/2021,1075291135,Cabo,BANKROL HAYDEN,,17,,
31/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,25,,
31/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,23,,
31/07/2021,1060725346,Lil Baby, Lil Durk,,35,,
31/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,92,,
31/07/2021,1013619421,Tombstone,Rod Wave,,28,,
31/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,31,,
31/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,,,
31/07/2021,1060725400,Lil Baby, Lil Durk,,32,,
31/07/2021,1064620738,Polo G - Toxic,POLO G,,40,,
31/07/2021,816595933,Polo G - Martin & Gina,POLO G,,30,,
31/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,,,
31/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,62,,
31/07/2021,729604123,,LUCKY3RD,,,,
31/07/2021,937006552,Lil Baby - On Me,Lil Baby,,37,,
31/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,33,,
31/07/2021,1056040759,ft OGbobbybillions ,blueface,,29,,
31/07/2021,1035859378,Final Warning,NLE Choppa,,48,,
31/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,67,,
31/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,34,,
31/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,51,,
31/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,53,,
31/07/2021,975542488,Pain,pinkpantheress,,27,,
31/07/2021,373180994,All Girls Are The Same,Juice WRLD,,47,,
31/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,46,,
31/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,45,,
31/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,39,,
31/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,56,,
31/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,93,,
31/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,89,,
31/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,41,,
31/07/2021,1064620216,Polo G - Black Hearted,POLO G,,83,,
31/07/2021,855569809,HIM.,Jaywall,,44,,
31/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,87,,
31/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,50,,
31/07/2021,1055542654,T-wayne - Player,T-wayne,,96,,
31/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,94,,
31/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,54,,
31/07/2021,763890439,Took Her To The O,King Von,,61,,
31/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,73,,
31/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,,,
31/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,,,
31/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,66,,
31/07/2021,984680650,No Hoodie,Curly J,,,,
31/07/2021,1003330801,Street Runner,Rod Wave,,79,,
31/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,59,,
31/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,75,,
31/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,57,,
31/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,58,,
31/07/2021,1048163956,good 4 u,Olivia Rodrigo,,,,
31/07/2021,1009475770,Headshot,Lil Tjay,,71,,
31/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,80,,
31/07/2021,1084381669,Motley Crew,Post Malone,,,,
31/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,,,
31/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,77,,
31/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,84,,
31/07/2021,783914911,Rvssian, Lil Mosey,,65,,
31/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,91,,
31/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,95,,
31/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,52,,
31/07/2021,1077630940,Cry No More,G Herbo,,,,
31/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,97,,
31/07/2021,229787464,Gassed Up,Nebu Kiniza,,,,
31/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,,,
31/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,,,
31/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,49,,
31/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,85,,
31/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,76,,
31/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,74,,
31/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
31/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,,,
31/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,,,
31/07/2021,1066292437,Feelin' Peachy,Kodak Black,,,,
31/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,,,
31/07/2021,574858791,Robbery,Juice WRLD,,,,
31/07/2021,973586695,Time Today,MoneyBagg Yo,,,,
31/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,,,
31/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,,,
31/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,,,
31/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,81,,
31/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,,,
31/07/2021,1090451293,Kodak Black - Senseless,rapcomeup,,4,,
31/07/2021,1086195169,MIA,ssgkobe,,,,
31/07/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,,,
31/07/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,,,
31/07/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,,,
31/07/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,,,
31/07/2021,1079066473,How,JayPareil,,38,,
31/07/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,,,
31/07/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,64,,
31/07/2021,1088712469,Pop Smoke, Lil Tjay,,,,
31/07/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,,,
31/07/2021,1089099313,Teen Bean,Ken Carson,,,,
31/07/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,60,,
31/07/2021,1092488809,Lil Xxel, Tyga,,5,,
31/07/2021,741122344,Heart Gone,3xBravo,,68,,
31/07/2021,1084280971,Run Run,Shenseea,,24,,
31/07/2021,1091068756,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,10,,
31/07/2021,1091006467,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI.,,19,,
31/07/2021,1043425303,HomeGirl (Werk) (feat. Renni Rucci) (Remix),D Gulley,,82,,
31/07/2021,585341778,YG Rob x 7FN - Way Up,Yg Rob,,98,,
31/07/2021,424809426,YNW MELLY - VIRTUAL (BLUE BALENCIAGAS),YNW Melly,,88,,
31/07/2021,1087503007,5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez),,36,,
31/07/2021,658842353,Crash Flow (Aint Trippin) [feat. Taeman],Rae Rae,,99,,
31/07/2021,1090690882,Over The Top (feat. Drake),Smiley,,42,,
31/07/2021,1091007133,STILL CHOSE YOU (feat. Mustard),The Kid LAROI.,,63,,
31/07/2021,953350048,santana & ka$hdami - 14 (video in desc),BabySantana,,,,
31/07/2021,1092197221,Lil Tecca - Money On Me,Lil Tecca ?,,2,,
31/07/2021,793090153,Dobby,1010 Benja SL,,6,,
31/07/2021,1091006440,SAME ENERGY,The Kid LAROI.,,3,,
31/07/2021,1091007469,OVER YOU,The Kid LAROI.,,7,,
31/07/2021,1089187933,Wat U Sed (feat. Iamdoechii & Kal Banx),Isaiah Rashad,,1,,
1/8/2021,1056306229,Touchable,Remble,,3,,
1/8/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,6,,
1/8/2021,1026185437,2055,Sleepy Hallow,,2,,
1/8/2021,1023058027,Polo G - RAPSTAR,POLO G,,8,,
1/8/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,1,,
1/8/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,10,,
1/8/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,,,
1/8/2021,1083383002,Nevada,YoungBoy Never Broke Again,,9,,
1/8/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,13,,
1/8/2021,1056690214,Tell Em,cochise,,11,,
1/8/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,12,,
1/8/2021,1034990764,Wockesha,MoneyBagg Yo,,16,,
1/8/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,17,,
1/8/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,19,,
1/8/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,15,,
1/8/2021,1061728813,Late At Night,Roddy Ricch,,20,,
1/8/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,23,,
1/8/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,28,,
1/8/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,22,,
1/8/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,62,,
1/8/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,43,,
1/8/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,98,,
1/8/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
1/8/2021,1075291135,Cabo,BANKROL HAYDEN,,18,,
1/8/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,25,,
1/8/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,21,,
1/8/2021,1060725346,Lil Baby, Lil Durk,,40,,
1/8/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,97,,
1/8/2021,1013619421,Tombstone,Rod Wave,,31,,
1/8/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,33,,
1/8/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,,,
1/8/2021,1060725400,Lil Baby, Lil Durk,,35,,
1/8/2021,1064620738,Polo G - Toxic,POLO G,,42,,
1/8/2021,816595933,Polo G - Martin & Gina,POLO G,,32,,
1/8/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,,,
1/8/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,68,,
1/8/2021,729604123,,LUCKY3RD,,,,
1/8/2021,937006552,Lil Baby - On Me,Lil Baby,,39,,
1/8/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,34,,
1/8/2021,1056040759,ft OGbobbybillions ,blueface,,29,,
1/8/2021,1035859378,Final Warning,NLE Choppa,,50,,
1/8/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,73,,
1/8/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,36,,
1/8/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,53,,
1/8/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,54,,
1/8/2021,975542488,Pain,pinkpantheress,,27,,
1/8/2021,373180994,All Girls Are The Same,Juice WRLD,,45,,
1/8/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,48,,
1/8/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,44,,
1/8/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,37,,
1/8/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,61,,
1/8/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,,,
1/8/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,94,,
1/8/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,41,,
1/8/2021,1064620216,Polo G - Black Hearted,POLO G,,89,,
1/8/2021,855569809,HIM.,Jaywall,,46,,
1/8/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,,,
1/8/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,47,,
1/8/2021,1055542654,T-wayne - Player,T-wayne,,,,
1/8/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,95,,
1/8/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,57,,
1/8/2021,763890439,Took Her To The O,King Von,,67,,
1/8/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,78,,
1/8/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,,,
1/8/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,,,
1/8/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,71,,
1/8/2021,984680650,No Hoodie,Curly J,,,,
1/8/2021,1003330801,Street Runner,Rod Wave,,86,,
1/8/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,66,,
1/8/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,81,,
1/8/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,65,,
1/8/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,69,,
1/8/2021,1048163956,good 4 u,Olivia Rodrigo,,,,
1/8/2021,1009475770,Headshot,Lil Tjay,,77,,
1/8/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,84,,
1/8/2021,1084381669,Motley Crew,Post Malone,,,,
1/8/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,,,
1/8/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,82,,
1/8/2021,1052735683,Maybach (feat. Future),42 Dugg,,87,,
1/8/2021,783914911,Rvssian, Lil Mosey,,72,,
1/8/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,90,,
1/8/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,91,,
1/8/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,60,,
1/8/2021,1077630940,Cry No More,G Herbo,,,,
1/8/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,93,,
1/8/2021,229787464,Gassed Up,Nebu Kiniza,,,,
1/8/2021,1060248796,Lil Baby, Lil Durk - Okay,,,,
1/8/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,,,
1/8/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,49,,
1/8/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,80,,
1/8/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,83,,
1/8/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,85,,
1/8/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
1/8/2021,1066159183,Thot Shit,Megan Thee Stallion,,,,
1/8/2021,656255261,Pop Smoke - Dior,POP SMOKE,,,,
1/8/2021,1066292437,Feelin' Peachy,Kodak Black,,,,
1/8/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,,,
1/8/2021,574858791,Robbery,Juice WRLD,,,,
1/8/2021,973586695,Time Today,MoneyBagg Yo,,,,
1/8/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,,,
1/8/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,,,
1/8/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,,,
1/8/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,92,,
1/8/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,,,
1/8/2021,1090451293,Kodak Black - Senseless,rapcomeup,,5,,
1/8/2021,1086195169,MIA,ssgkobe,,,,
1/8/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,,,
1/8/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,,,
1/8/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,,,
1/8/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,,,
1/8/2021,1079066473,How,JayPareil,,38,,
1/8/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,,,
1/8/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,76,,
1/8/2021,1088712469,Pop Smoke, Lil Tjay,,,,
1/8/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,,,
1/8/2021,1089099313,Teen Bean,Ken Carson,,,,
1/8/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,56,,
1/8/2021,1092488809,Lil Xxel, Tyga,,4,,
1/8/2021,741122344,Heart Gone,3xBravo,,74,,
